epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,707.937,1.49484,1.08506,0.97089,0.37883,0.28554,0.27512,0.15347,1.44691,1.09363,0.94479,0.0070795,0.0070795,0.0070795
61,718.979,1.47877,1.06664,0.96796,0.37314,0.29101,0.27696,0.15648,1.42894,1.0822,0.94319,0.00703,0.00703,0.00703
62,730.348,1.48188,1.07949,0.97098,0.40999,0.28158,0.28107,0.15764,1.43488,1.06553,0.94112,0.0069805,0.0069805,0.0069805
63,740.895,1.46149,1.07493,0.96701,0.38865,0.28466,0.2781,0.15411,1.43553,1.06801,0.94412,0.006931,0.006931,0.006931
64,751.318,1.45848,1.08311,0.96784,0.37594,0.28735,0.27192,0.15019,1.44331,1.07505,0.94784,0.0068815,0.0068815,0.0068815
65,762.245,1.46593,1.07666,0.96758,0.37018,0.29164,0.27379,0.15443,1.4264,1.07962,0.94309,0.006832,0.006832,0.006832
66,773.189,1.46933,1.07301,0.96416,0.39522,0.29831,0.28464,0.16088,1.42081,1.05604,0.93855,0.0067825,0.0067825,0.0067825
67,784.006,1.46909,1.07312,0.96244,0.37891,0.28756,0.27922,0.1549,1.45507,1.07694,0.95056,0.006733,0.006733,0.006733
68,793.721,1.47401,1.06773,0.96809,0.41365,0.28853,0.2886,0.16226,1.40823,1.05617,0.93764,0.0066835,0.0066835,0.0066835
69,803.724,1.45656,1.05245,0.95658,0.4082,0.29624,0.29297,0.16409,1.41937,1.04283,0.94035,0.006634,0.006634,0.006634
70,814.578,1.45468,1.04829,0.95899,0.40782,0.29773,0.28789,0.16077,1.42103,1.04989,0.93889,0.0065845,0.0065845,0.0065845
71,825.138,1.4526,1.04304,0.95998,0.41295,0.2975,0.29437,0.16604,1.40181,1.04079,0.93511,0.006535,0.006535,0.006535
72,835.335,1.46325,1.06515,0.96436,0.39241,0.29429,0.28674,0.16016,1.42328,1.04602,0.93929,0.0064855,0.0064855,0.0064855
73,845.809,1.47167,1.05438,0.96387,0.39494,0.29893,0.28873,0.16399,1.41003,1.04548,0.93761,0.006436,0.006436,0.006436
74,855.734,1.44599,1.03199,0.95665,0.40847,0.29148,0.28677,0.1594,1.42057,1.0618,0.94103,0.0063865,0.0063865,0.0063865
75,866.38,1.45715,1.05209,0.95805,0.39798,0.2952,0.28711,0.15885,1.4207,1.0488,0.93733,0.006337,0.006337,0.006337
76,876.606,1.47057,1.0542,0.96229,0.3769,0.29307,0.27722,0.15354,1.44363,1.07522,0.94076,0.0062875,0.0062875,0.0062875
77,887.199,1.46842,1.05565,0.9547,0.37463,0.288,0.27422,0.1524,1.43907,1.10875,0.94542,0.006238,0.006238,0.006238
78,898.276,1.44252,1.04457,0.95605,0.41322,0.29654,0.29017,0.16361,1.40946,1.05914,0.93686,0.0061885,0.0061885,0.0061885
79,908.649,1.45738,1.05726,0.95609,0.40634,0.29899,0.29345,0.16571,1.40315,1.03453,0.93382,0.006139,0.006139,0.006139
80,920.062,1.44352,1.0437,0.95553,0.39641,0.30413,0.2943,0.16405,1.41503,1.04127,0.93645,0.0060895,0.0060895,0.0060895
81,930.249,1.44532,1.04238,0.95314,0.39173,0.29882,0.29141,0.16405,1.4174,1.04607,0.93512,0.00604,0.00604,0.00604
82,940.223,1.45809,1.04736,0.95815,0.3931,0.30415,0.29306,0.16681,1.39657,1.0484,0.93207,0.0059905,0.0059905,0.0059905
83,950.516,1.44109,1.0377,0.95903,0.39326,0.29713,0.28766,0.16136,1.41789,1.05642,0.93832,0.005941,0.005941,0.005941
84,960.846,1.42964,1.02947,0.95051,0.38597,0.30227,0.28859,0.16383,1.40379,1.04282,0.93649,0.0058915,0.0058915,0.0058915
85,970.902,1.42516,1.01974,0.95397,0.40304,0.30594,0.29712,0.16522,1.41623,1.03318,0.93628,0.005842,0.005842,0.005842
86,980.723,1.43393,1.02923,0.95323,0.40644,0.29817,0.29476,0.16769,1.39221,1.0369,0.93312,0.0057925,0.0057925,0.0057925
87,990.897,1.42935,1.02263,0.95213,0.39945,0.30431,0.29827,0.16844,1.396,1.02938,0.93269,0.005743,0.005743,0.005743
88,1001.23,1.42474,1.02621,0.95553,0.39939,0.30412,0.29533,0.16629,1.39659,1.03178,0.93227,0.0056935,0.0056935,0.0056935
89,1011.08,1.42298,1.0273,0.95006,0.39352,0.30639,0.29095,0.16512,1.40925,1.03541,0.93717,0.005644,0.005644,0.005644
90,1021.4,1.4337,1.0316,0.9557,0.39717,0.31275,0.29803,0.16826,1.39102,1.02022,0.93294,0.0055945,0.0055945,0.0055945
91,1031.2,1.44767,1.02861,0.95229,0.38555,0.30486,0.29421,0.16674,1.40063,1.02679,0.93307,0.005545,0.005545,0.005545
92,1041.57,1.40566,1.00298,0.95461,0.39709,0.31338,0.30068,0.17099,1.39306,1.01758,0.93036,0.0054955,0.0054955,0.0054955
93,1051.54,1.41034,1.00471,0.95208,0.40732,0.30495,0.30045,0.17018,1.38746,1.02614,0.93147,0.005446,0.005446,0.005446
94,1062.78,1.44672,1.03055,0.94849,0.39588,0.30749,0.29678,0.16764,1.39832,1.02706,0.93529,0.0053965,0.0053965,0.0053965
